timestamp,acc_x_g,acc_y_g,acc_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps
11.868537902832031,-0.02672,0.00132,-1.02049,-0.00017,0.0187,0.01462
12.06659483909607,-0.01596,0.02243,-1.01478,0.00411,0.01458,0.00305
12.296833992004395,-0.02393,-0.00201,-0.99074,0.03454,0.0649,0.04868
12.48195743560791,-0.04793,-0.00012,-1.01524,-0.0077,0.00707,0.72004
12.696778297424316,0.04131,0.01836,-1.01365,0.01119,0.00061,0.73839
12.89690613746643,-0.03773,-0.00587,-1.0182,-0.00332,0.00045,0.78108
13.096626043319702,0.01192,-0.00307,-1.0178,0.00164,0.00569,0.82104
13.282768964767456,-0.0019,0.01741,-1.01017,0.01252,0.01518,0.75458
13.516856670379639,0.00041,-0.00282,-1.00918,0.01834,0.0227,0.83016
13.715758323669434,0.02842,0.05593,-1.04051,-0.00797,0.01014,0.71927
13.915632724761963,0.00296,-0.00716,-1.01235,-0.0131,0.01707,0.77977
14.116803407669067,-0.00733,-0.00797,-1.01089,-0.00408,0.01432,0.81176
14.317427635192871,0.01706,0.07401,-1.0159,-0.00305,0.01224,0.59202
14.535360097885132,0.00069,0.01525,-1.01675,0.00162,0.00979,0.00148
14.730413675308228,-0.00184,0.00997,-1.01631,0.00215,0.00906,0.00692
14.934457540512085,0.22081,0.00179,-1.00852,0.02484,0.03579,0.18473
15.126561880111694,-0.1259,0.01952,-0.99933,0.00762,0.02543,0.04645
15.356968402862549,-0.02392,0.07341,-1.02425,-0.00247,-0.00404,-0.04201
15.55051064491272,0.09105,0.07639,-1.0166,-0.04712,-0.00243,-0.06128
15.776758193969727,0.07715,0.02949,-1.0268,-0.0134,0.01572,0.00314
15.97757363319397,-0.02474,-0.00813,-1.00498,0.02827,0.01194,0.02195
16.175264358520508,-0.06257,0.01129,-1.04108,0.00626,-0.00303,0.01904
16.374439001083374,-0.0282,0.02063,-1.02619,-0.02199,-0.09215,-0.01837
16.572628498077393,0.07655,0.0278,-1.02332,0.01836,-0.01865,0.00736
16.78910779953003,-0.01014,0.00338,-1.02713,-0.00572,0.01136,0.02009
16.997193813323975,-0.02492,0.00717,-1.01851,-0.00175,0.00588,0.01145
17.19301176071167,-0.02023,0.00881,-1.01491,0.00429,0.01303,0.00891
17.40605640411377,0.05504,0.08354,-1.01762,-0.00209,-0.01932,0.63501
17.610177993774414,-0.00192,-0.00247,-1.019,-0.00803,0.01053,0.76509
17.810184478759766,-0.00724,-0.01974,-1.01189,0.00613,0.00287,0.74398
18.03679370880127,0.00724,-0.00341,-1.01794,0.04071,0.01238,0.80666
18.223438501358032,-0.00655,0.01259,-1.02769,-0.0094,-0.00203,0.7651
18.42573833465576,0.01231,-0.01301,-1.0113,0.00383,0.01104,0.77203
18.62599229812622,-0.00437,0.0023,-1.02223,-0.01098,0.00205,0.78503
18.836825132369995,0.01839,0.01014,-1.00555,0.02536,0.01531,0.7683
19.026090621948242,-0.00675,-0.02344,-1.00813,-0.01215,0.01348,0.80992
19.223999977111816,-0.00396,0.02148,-1.01919,0.01322,0.01154,0.75781
19.435406923294067,0.00379,0.05734,-1.01678,0.0057,0.01268,0.15185
19.636369466781616,-4e-05,0.00985,-1.01804,0.00087,0.00847,0.0051
19.851834535598755,-0.00835,0.00185,-1.01751,0.00126,0.00661,0.00903
